wl,f171,f491,f609,f283,f792,f23,f406,f883,f452,f972,f719,f517,f251,f315,f143,f923,f603,f305,f512,f309,f948,f502,f382,f903,f969,f73,f46,f833,f764,f886,f12,f359,f560,f300,f899,f454,f696,f423,f2,f811,f979,f690,f158,f52,f752
536.76,20.849,12.354,1.41,44.946,52.749,53.883,2.046,19.418,64.193,45.674,26.613,54.039,39.925,5.902,14.246,59.334,64.936,68.915,16.071,50.472,4.009,7.152,79.417,54.008,61.579,9.31,14.246,65.992,76.311,21.825,13.295,78.21,49.532,30.54,49.454,12.898,29.067,58.939,11.628,51.676,50.345,7.762,41.598,9.285,43.721
537.11,20.801,12.265,1.451,44.941,52.746,53.954,2.063,19.477,64.211,45.704,26.648,54.073,39.902,5.925,14.278,59.366,65.057,68.949,16.489,50.536,3.92,7.109,79.528,54.256,61.577,9.311,14.165,66.077,76.687,21.736,13.216,78.235,49.546,30.505,49.657,12.883,29.196,59.116,11.656,51.719,50.352,7.765,41.824,9.211,43.781
537.46,20.761,12.1,1.476,44.898,52.706,54.007,2.074,19.493,64.25,45.703,26.682,54.026,39.921,5.908,14.278,59.294,65.113,68.916,16.871,50.457,3.894,7.034,79.456,54.484,61.607,9.316,14.061,66.214,76.93,21.654,13.111,78.247,49.564,30.464,49.883,12.848,29.28,59.231,11.694,51.681,50.364,7.765,42.071,9.108,43.738
537.82,20.693,11.967,1.456,44.94,52.665,53.998,2.085,19.557,64.181,45.685,26.683,53.966,39.927,5.849,14.263,59.188,65.3,68.886,17.249,50.431,3.872,7.013,79.422,54.62,61.597,9.285,13.928,66.321,77.145,21.577,12.986,78.198,49.532,30.412,50.038,12.793,29.346,59.393,11.695,51.675,50.38,7.748,42.294,9.005,43.689
538.17,20.665,11.901,1.504,44.915,52.617,53.92,2.056,19.541,64.072,45.667,26.691,53.921,39.996,5.847,14.275,59.159,65.49,68.864,17.608,50.428,3.83,6.973,79.441,54.775,61.721,9.285,13.847,66.402,77.416,21.484,12.881,78.161,49.44,30.317,50.18,12.751,29.429,59.522,11.728,51.698,50.395,7.734,42.469,8.889,43.657
538.52,20.64,11.828,1.56,44.932,52.63,53.854,2.042,19.591,63.974,45.638,26.732,53.846,39.997,5.862,14.291,59.125,65.621,68.837,17.935,50.432,3.766,6.903,79.349,54.908,61.776,9.257,13.764,66.406,77.576,21.377,12.797,78.176,49.47,30.269,50.359,12.702,29.545,59.674,11.765,51.668,50.43,7.721,42.677,8.829,43.613
538.87,20.596,11.731,1.63,44.949,52.636,53.844,2.024,19.585,64.013,45.629,26.734,53.808,40.046,5.861,14.324,59.12,65.768,68.794,18.268,50.441,3.776,6.878,79.316,55.029,61.808,9.257,13.693,66.451,77.743,21.33,12.755,78.164,49.44,30.23,50.489,12.661,29.58,59.772,11.759,51.653,50.43,7.709,42.83,8.755,43.62
539.22,20.585,11.636,1.678,44.977,52.622,53.85,2.068,19.631,64.093,45.597,26.751,53.818,40.064,5.867,14.302,59.118,65.907,68.756,18.604,50.388,3.733,6.816,79.271,55.191,61.888,9.235,13.608,66.514,77.959,21.256,12.682,78.162,49.44,30.197,50.635,12.652,29.628,59.839,11.766,51.616,50.403,7.685,43.028,8.687,43.627
539.58,20.555,11.566,1.692,44.97,52.652,53.849,2.078,19.691,64.099,45.579,26.76,53.778,40.125,5.92,14.282,59.075,66.093,68.679,18.9,50.374,3.696,6.762,79.204,55.402,61.888,9.231,13.54,66.609,78.031,21.205,12.586,78.105,49.472,30.122,50.784,12.604,29.728,59.921,11.801,51.625,50.391,7.699,43.195,8.636,43.667
539.93,20.556,11.537,1.709,44.966,52.615,53.802,2.046,19.745,64.09,45.594,26.764,53.788,40.165,5.938,14.257,59.084,66.136,68.681,19.162,50.445,3.702,6.734,79.187,55.595,61.836,9.239,13.475,66.69,78.153,21.187,12.543,78.127,49.478,30.135,50.939,12.587,29.859,59.976,11.812,51.654,50.38,7.72,43.349,8.58,43.741
540.28,20.541,11.485,1.726,44.954,52.659,53.745,2.005,19.794,64.061,45.628,26.806,53.788,40.24,5.96,14.27,59.125,66.236,68.72,19.458,50.492,3.673,6.683,79.161,55.72,61.85,9.232,13.421,66.731,78.235,21.143,12.516,78.122,49.449,30.107,51.115,12.585,29.951,60.063,11.867,51.623,50.375,7.733,43.508,8.542,43.788
540.63,20.525,11.456,1.759,45.028,52.652,53.77,1.967,19.821,64.011,45.651,26.785,53.767,40.327,5.978,14.27,59.165,66.278,68.754,19.732,50.555,3.662,6.645,79.159,55.868,61.903,9.235,13.339,66.716,78.419,21.126,12.48,78.156,49.439,30.091,51.27,12.568,30.041,60.148,11.91,51.689,50.342,7.741,43.663,8.517,43.824
540.98,20.529,11.419,1.812,45.024,52.675,53.778,1.961,19.835,64.037,45.678,26.789,53.775,40.389,6.006,14.283,59.199,66.35,68.724,19.932,50.6,3.676,6.637,79.22,56.01,61.927,9.236,13.309,66.738,78.54,21.083,12.445,78.186,49.416,30.052,51.383,12.528,30.096,60.276,11.928,51.689,50.326,7.745,43.825,8.466,43.848
541.34,20.513,11.36,1.845,45.035,52.674,53.765,1.93,19.846,64.04,45.688,26.79,53.773,40.418,6.033,14.263,59.222,66.37,68.725,20.165,50.699,3.642,6.622,79.27,56.117,61.953,9.263,13.28,66.802,78.659,21.007,12.406,78.19,49.39,30.009,51.481,12.503,30.139,60.341,11.939,51.685,50.301,7.78,43.933,8.429,43.878
541.69,20.474,11.265,1.858,45.037,52.635,53.779,1.929,19.89,64.017,45.663,26.843,53.746,40.445,6.037,14.261,59.249,66.468,68.699,20.404,50.78,3.641,6.586,79.282,56.227,61.953,9.28,13.251,66.888,78.738,20.993,12.394,78.184,49.367,29.993,51.556,12.476,30.215,60.376,11.955,51.643,50.301,7.779,44.081,8.384,43.856
542.04,20.434,11.22,1.883,45.005,52.57,53.777,1.947,19.899,63.99,45.631,26.86,53.756,40.469,6.011,14.237,59.148,66.549,68.68,20.59,50.767,3.655,6.545,79.278,56.334,61.978,9.279,13.211,66.843,78.816,20.959,12.321,78.143,49.372,29.981,51.647,12.44,30.259,60.436,11.953,51.643,50.338,7.774,44.193,8.352,43.823
542.39,20.385,11.239,1.899,45.021,52.573,53.793,1.919,19.92,63.954,45.679,26.87,53.784,40.493,6.031,14.206,59.122,66.62,68.694,20.823,50.816,3.606,6.559,79.243,56.437,61.971,9.299,13.177,66.846,78.931,20.905,12.242,78.139,49.349,29.973,51.7,12.391,30.292,60.521,11.976,51.63,50.366,7.76,44.289,8.306,43.837
542.74,20.369,11.224,1.891,45.019,52.576,53.774,1.913,19.976,63.951,45.713,26.872,53.755,40.546,6.07,14.207,59.137,66.688,68.68,21.053,50.877,3.58,6.514,79.234,56.489,62.016,9.289,13.138,66.877,79.017,20.858,12.198,78.136,49.359,29.966,51.783,12.357,30.318,60.557,11.982,51.612,50.339,7.768,44.344,8.277,43.811
543.09,20.369,11.184,1.919,44.967,52.524,53.748,1.905,19.933,63.953,45.704,26.866,53.778,40.551,6.048,14.189,59.133,66.793,68.668,21.295,50.89,3.575,6.472,79.211,56.538,62.025,9.288,13.086,66.902,79.17,20.827,12.131,78.133,49.331,29.93,51.837,12.305,30.328,60.613,11.99,51.595,50.341,7.782,44.422,8.269,43.829
543.44,20.319,11.163,1.934,44.98,52.553,53.73,1.924,19.979,63.962,45.726,26.89,53.778,40.585,6.074,14.187,59.14,66.86,68.66,21.55,50.917,3.562,6.469,79.222,56.611,62.06,9.284,13.063,66.935,79.205,20.841,12.105,78.142,49.336,29.92,51.897,12.251,30.333,60.672,12.002,51.579,50.324,7.789,44.517,8.253,43.85
543.8,20.309,11.129,1.916,44.981,52.593,53.648,1.9,20.018,63.996,45.745,26.918,53.767,40.635,6.086,14.196,59.172,66.951,68.727,21.761,50.97,3.575,6.452,79.158,56.711,62.002,9.236,13.019,67.032,79.245,20.796,12.051,78.198,49.345,29.923,51.981,12.225,30.374,60.728,12.039,51.597,50.334,7.796,44.628,8.254,43.904
544.15,20.272,11.12,1.964,44.975,52.627,53.646,1.872,20.12,63.976,45.831,26.967,53.779,40.715,6.134,14.234,59.192,67.013,68.766,21.982,51.061,3.568,6.44,79.198,56.801,62.008,9.21,12.978,67.083,79.356,20.747,12.015,78.161,49.333,29.92,52.096,12.182,30.412,60.818,12.082,51.613,50.362,7.784,44.751,8.237,43.936
544.5,20.291,11.083,2.018,44.97,52.716,53.66,1.844,20.218,63.993,45.889,26.972,53.779,40.815,6.19,14.246,59.3,67.142,68.873,22.229,51.143,3.563,6.44,79.226,57.012,62.021,9.178,12.936,67.147,79.332,20.748,12.009,78.246,49.373,29.95,52.208,12.144,30.45,60.884,12.108,51.647,50.347,7.776,44.889,8.237,44.014
544.85,20.3,11.123,1.996,45.012,52.758,53.727,1.802,20.327,64.077,45.924,26.987,53.823,40.912,6.247,14.264,59.44,67.316,69.006,22.483,51.322,3.525,6.433,79.319,57.238,62.063,9.142,12.903,67.196,79.443,20.716,11.996,78.323,49.386,29.984,52.42,12.126,30.578,61.012,12.154,51.7,50.361,7.798,45.036,8.243,44.175
545.2,20.304,11.136,2.018,45.021,52.788,53.76,1.81,20.404,64.133,46.017,27.018,53.836,41.03,6.331,14.334,59.633,67.377,69.122,22.777,51.459,3.475,6.407,79.36,57.497,62.055,9.116,12.915,67.264,79.598,20.692,11.953,78.434,49.465,30.024,52.629,12.085,30.677,61.083,12.225,51.745,50.357,7.816,45.236,8.234,44.345
545.55,20.245,11.093,2.012,45.03,52.772,53.829,1.846,20.496,64.137,46.09,27.059,53.915,41.061,6.41,14.331,59.747,67.477,69.254,23.076,51.587,3.473,6.384,79.406,57.731,62.047,9.085,12.849,67.285,79.687,20.668,11.932,78.574,49.588,30.091,52.805,12.062,30.745,61.191,12.279,51.755,50.369,7.817,45.437,8.243,44.441
545.9,20.221,11.085,2.042,45.013,52.808,53.887,1.816,20.562,64.105,46.197,27.102,54.038,41.195,6.467,14.334,59.839,67.484,69.357,23.335,51.696,3.474,6.396,79.586,57.965,62.068,9.071,12.762,67.319,79.796,20.656,11.911,78.608,49.58,30.116,52.842,12,30.745,61.252,12.313,51.792,50.364,7.854,45.562,8.238,44.52
546.25,20.193,11.086,2.061,44.967,52.806,53.896,1.779,20.632,64.177,46.261,27.183,54.116,41.258,6.516,14.359,59.905,67.546,69.575,23.588,51.805,3.424,6.358,79.705,58.176,62.135,9.023,12.723,67.372,79.944,20.618,11.856,78.673,49.64,30.161,52.994,11.992,30.824,61.328,12.37,51.798,50.403,7.852,45.757,8.258,44.547
546.61,20.126,11.073,2.146,44.977,52.852,53.975,1.806,20.724,64.193,46.36,27.278,54.158,41.316,6.572,14.415,59.968,67.579,69.726,23.834,51.94,3.428,6.346,79.816,58.392,62.181,8.998,12.643,67.396,80.091,20.568,11.8,78.699,49.659,30.187,53.146,11.922,30.938,61.394,12.422,51.863,50.429,7.875,45.9,8.273,44.555
546.96,20.048,11.055,2.21,45.016,52.857,54.003,1.798,20.729,64.266,46.355,27.37,54.213,41.372,6.59,14.497,60.1,67.608,69.906,24.047,52.054,3.401,6.352,79.978,58.579,62.297,8.962,12.614,67.413,80.327,20.482,11.799,78.774,49.694,30.273,53.248,11.89,30.965,61.482,12.459,51.873,50.442,7.891,46.02,8.291,44.614
547.31,19.969,11.057,2.258,44.977,52.862,54.063,1.884,20.797,64.303,46.44,27.423,54.189,41.469,6.626,14.522,60.2,67.721,69.979,24.329,52.136,3.37,6.351,80.075,58.776,62.372,8.886,12.561,67.43,80.493,20.433,11.777,78.764,49.696,30.249,53.363,11.812,30.957,61.57,12.495,51.863,50.463,7.891,46.146,8.307,44.623
547.66,19.892,10.993,2.269,44.995,52.826,54.016,1.851,20.886,64.323,46.496,27.441,54.238,41.536,6.686,14.536,60.326,67.791,70.067,24.59,52.251,3.348,6.347,80.245,58.956,62.403,8.82,12.563,67.578,80.682,20.363,11.682,78.781,49.769,30.278,53.453,11.714,31.027,61.611,12.527,51.883,50.484,7.88,46.287,8.311,44.683
548.01,19.773,10.994,2.302,44.995,52.88,54.062,1.861,20.921,64.345,46.541,27.543,54.232,41.546,6.724,14.571,60.397,67.887,70.155,24.854,52.313,3.31,6.352,80.388,59.107,62.364,8.717,12.542,67.678,80.746,20.286,11.618,78.734,49.732,30.299,53.53,11.613,31.069,61.661,12.569,51.865,50.526,7.892,46.409,8.294,44.633
548.36,19.676,10.939,2.374,44.946,52.868,54.045,1.871,20.996,64.436,46.648,27.606,54.259,41.559,6.787,14.55,60.436,67.909,70.278,25.09,52.315,3.273,6.355,80.429,59.177,62.38,8.661,12.47,67.721,80.871,20.227,11.534,78.757,49.737,30.309,53.608,11.542,31.123,61.679,12.607,51.835,50.57,7.919,46.457,8.306,44.612
548.71,19.572,10.948,2.457,45.009,52.944,54.054,1.871,21.104,64.424,46.723,27.648,54.333,41.583,6.808,14.642,60.452,67.997,70.392,25.394,52.281,3.244,6.353,80.451,59.356,62.447,8.583,12.43,67.862,80.923,20.248,11.489,78.745,49.778,30.373,53.696,11.471,31.203,61.716,12.662,51.835,50.61,7.907,46.606,8.304,44.598
549.06,19.508,10.994,2.506,45.003,52.96,54.034,1.886,21.107,64.524,46.734,27.692,54.342,41.643,6.844,14.635,60.488,68.02,70.476,25.604,52.305,3.194,6.399,80.471,59.42,62.541,8.566,12.333,67.841,80.995,20.185,11.455,78.804,49.818,30.43,53.839,11.386,31.26,61.835,12.679,51.875,50.617,7.913,46.672,8.334,44.605
549.41,19.445,11.06,2.581,45.08,52.939,54.07,1.858,21.066,64.64,46.691,27.73,54.418,41.745,6.957,14.681,60.633,68.161,70.541,25.909,52.31,3.141,6.411,80.474,59.513,62.63,8.518,12.278,67.994,81.065,20.173,11.449,78.824,49.839,30.478,53.942,11.285,31.337,61.892,12.709,51.872,50.666,7.941,46.761,8.385,44.623
549.76,19.401,11.009,2.636,45.147,53.047,54.104,1.842,21.208,64.662,46.753,27.795,54.505,41.823,6.958,14.73,60.716,68.216,70.632,26.115,52.367,3.16,6.415,80.611,59.661,62.627,8.444,12.21,68.051,81.196,20.164,11.437,78.824,49.849,30.52,54.044,11.255,31.372,61.927,12.751,51.897,50.654,7.955,46.893,8.453,44.622
550.11,19.335,11.024,2.721,45.106,53.044,54.13,1.81,21.23,64.668,46.814,27.855,54.561,41.906,7.012,14.774,60.746,68.333,70.746,26.375,52.341,3.169,6.419,80.755,59.837,62.648,8.337,12.16,68.114,81.237,20.201,11.415,78.846,49.888,30.581,54.129,11.189,31.462,61.98,12.794,51.865,50.676,7.992,47.053,8.518,44.643
550.46,19.172,11.016,2.786,45.089,53.052,54.247,1.805,21.31,64.718,46.883,27.917,54.632,42.003,7.123,14.861,60.782,68.337,70.852,26.623,52.43,3.13,6.424,80.899,60.125,62.679,8.288,12.112,68.123,81.257,20.17,11.368,78.877,49.946,30.629,54.282,11.111,31.548,61.998,12.868,51.896,50.673,7.969,47.253,8.539,44.663
550.81,19.139,11.03,2.812,45.129,53.075,54.249,1.808,21.316,64.733,46.888,27.998,54.729,42.033,7.162,14.914,60.871,68.362,70.967,26.806,52.519,3.097,6.373,81.038,60.257,62.707,8.223,12.058,68.234,81.395,20.076,11.319,78.893,49.968,30.645,54.445,10.989,31.681,62.098,12.93,51.975,50.701,7.988,47.379,8.571,44.683
551.16,19.041,11.024,2.892,45.127,53.077,54.195,1.782,21.348,64.886,46.905,28.08,54.828,42.138,7.202,14.935,60.881,68.404,71.003,27.067,52.506,3.075,6.389,81.098,60.478,62.817,8.186,12.01,68.179,81.48,20.057,11.343,78.822,49.946,30.638,54.564,10.899,31.753,62.123,12.993,51.965,50.722,7.968,47.472,8.619,44.676
551.51,18.973,11.056,2.989,45.186,53.102,54.231,1.809,21.346,64.93,46.92,28.129,54.792,42.228,7.233,14.915,60.973,68.463,71.096,27.293,52.514,3.044,6.391,81.115,60.658,62.78,8.194,11.982,68.301,81.551,20.048,11.328,78.868,49.938,30.678,54.682,10.865,31.826,62.105,13.051,51.969,50.65,7.996,47.588,8.608,44.72
551.87,18.852,11.122,3.037,45.271,53.127,54.361,1.837,21.351,64.913,46.859,28.198,54.871,42.382,7.303,14.944,61.087,68.466,71.187,27.461,52.578,3.031,6.403,81.166,60.761,62.811,8.123,12.044,68.294,81.727,20.063,11.329,78.806,49.898,30.657,54.879,10.769,31.927,62.153,13.106,51.972,50.682,8.068,47.72,8.629,44.739
552.22,18.782,11.112,3.036,45.296,53.256,54.321,1.806,21.358,64.934,46.887,28.226,54.879,42.464,7.381,14.991,61.157,68.495,71.211,27.736,52.511,3.001,6.387,81.164,60.891,62.809,8.056,12.009,68.356,81.805,20.073,11.332,78.875,49.93,30.648,54.888,10.67,31.956,62.145,13.156,51.908,50.646,8.056,47.79,8.685,44.766
552.57,18.706,11.118,3.07,45.351,53.267,54.371,1.825,21.402,64.955,46.911,28.283,54.865,42.454,7.448,14.969,61.18,68.588,71.189,27.944,52.525,2.988,6.387,81.268,60.999,62.853,8.035,11.975,68.372,81.847,20.09,11.365,78.807,49.868,30.611,54.976,10.584,32.027,62.213,13.132,51.955,50.678,8.048,47.884,8.76,44.73
552.92,18.638,11.151,3.177,45.408,53.229,54.37,1.832,21.335,64.995,47.001,28.303,54.863,42.5,7.421,15.025,61.289,68.578,71.182,28.095,52.556,2.966,6.405,81.285,61.089,62.885,7.937,11.951,68.533,81.94,20.032,11.384,78.749,49.773,30.584,55.006,10.509,32.145,62.207,13.154,51.963,50.724,8.083,48.008,8.836,44.688
553.27,18.574,11.145,3.2,45.478,53.298,54.355,1.793,21.272,65.02,46.992,28.388,54.925,42.56,7.465,15.056,61.381,68.758,71.18,28.252,52.629,2.967,6.468,81.253,61.165,62.882,7.839,12.036,68.539,82.033,19.996,11.339,78.782,49.831,30.642,55.245,10.446,32.239,62.27,13.196,51.898,50.732,8.104,48.134,8.907,44.694
553.62,18.49,11.145,3.272,45.5,53.273,54.407,1.795,21.322,65.024,47.034,28.408,54.925,42.624,7.505,15.108,61.442,68.832,71.154,28.448,52.66,2.964,6.52,81.29,61.195,62.819,7.757,12.01,68.568,82.04,19.971,11.346,78.812,49.806,30.676,55.359,10.316,32.324,62.342,13.231,51.91,50.706,8.122,48.24,8.932,44.647
553.97,18.456,11.118,3.301,45.537,53.301,54.37,1.738,21.352,65.016,47.048,28.341,54.829,42.758,7.588,15.12,61.465,68.856,71.156,28.581,52.654,2.92,6.511,81.327,61.248,62.821,7.717,11.996,68.633,82.033,19.979,11.349,78.818,49.763,30.705,55.392,10.244,32.354,62.371,13.237,51.891,50.735,8.137,48.267,8.999,44.627
554.32,18.414,11.093,3.386,45.537,53.398,54.455,1.801,21.344,65.037,47.045,28.363,54.823,42.835,7.665,15.11,61.481,68.808,71.155,28.787,52.661,2.957,6.474,81.322,61.346,62.868,7.627,11.894,68.57,82.005,20.016,11.344,78.854,49.791,30.761,55.413,10.153,32.404,62.374,13.256,51.95,50.731,8.137,48.382,9.037,44.598
554.67,18.309,11.043,3.433,45.519,53.31,54.55,1.798,21.353,64.929,47.062,28.428,54.91,42.913,7.783,15.218,61.493,68.868,71.267,28.878,52.636,2.991,6.443,81.33,61.483,62.855,7.603,11.806,68.589,82.013,19.959,11.33,78.908,49.788,30.828,55.482,10.102,32.518,62.418,13.315,51.958,50.743,8.145,48.482,9.094,44.553
555.02,18.234,11.025,3.413,45.603,53.366,54.558,1.763,21.352,64.907,47.011,28.473,54.94,42.949,7.89,15.21,61.476,68.896,71.313,29.004,52.641,3.004,6.422,81.311,61.642,62.817,7.519,11.732,68.575,81.999,19.988,11.332,78.907,49.766,30.846,55.621,10.063,32.533,62.516,13.308,51.97,50.734,8.171,48.591,9.162,44.498
555.37,18.203,11.01,3.427,45.644,53.383,54.569,1.734,21.295,64.993,47.064,28.476,54.999,43.024,7.982,15.244,61.586,68.942,71.266,29.109,52.633,2.98,6.462,81.245,61.664,62.842,7.535,11.755,68.635,82.015,19.955,11.297,79.053,49.805,30.898,55.732,9.999,32.594,62.566,13.319,51.963,50.701,8.22,48.656,9.21,44.531
555.72,18.099,11.032,3.493,45.647,53.387,54.598,1.733,21.305,64.96,47.137,28.485,55.036,43.108,8.051,15.346,61.582,69.061,71.323,29.209,52.705,2.987,6.45,81.251,61.755,62.738,7.49,11.766,68.634,82.109,19.996,11.266,79.011,49.845,30.929,55.868,9.957,32.657,62.592,13.32,51.987,50.675,8.213,48.747,9.269,44.545
556.07,18.005,11.085,3.485,45.59,53.419,54.638,1.807,21.353,64.925,47.183,28.523,54.995,43.222,8.137,15.38,61.6,69.05,71.437,29.305,52.789,3.044,6.4,81.369,61.81,62.683,7.409,11.678,68.611,82.209,19.914,11.231,79.068,49.86,30.956,55.898,9.861,32.694,62.676,13.341,51.969,50.724,8.242,48.819,9.336,44.578
556.42,17.92,11.084,3.473,45.555,53.411,54.634,1.737,21.356,64.916,47.116,28.594,55.018,43.301,8.261,15.464,61.688,69.123,71.517,29.419,52.836,3.059,6.386,81.501,62.022,62.583,7.262,11.698,68.654,82.333,19.87,11.183,79.065,49.927,30.949,55.915,9.784,32.771,62.679,13.387,51.981,50.753,8.223,48.912,9.381,44.552
556.77,17.846,11.052,3.534,45.628,53.401,54.632,1.758,21.356,64.919,47.111,28.686,55.109,43.383,8.351,15.46,61.785,69.026,71.646,29.492,52.96,3.078,6.429,81.659,62.192,62.5,7.184,11.764,68.769,82.46,19.851,11.138,79.106,49.907,30.96,55.942,9.682,32.74,62.725,13.437,52,50.713,8.245,49.021,9.405,44.606
557.11,17.726,11.081,3.62,45.736,53.453,54.675,1.852,21.335,64.908,47.146,28.744,55.052,43.45,8.517,15.459,61.855,69.076,71.74,29.566,52.969,3.104,6.382,81.646,62.312,62.545,7.101,11.753,68.77,82.472,19.774,11.085,79.194,49.962,31.028,55.985,9.576,32.851,62.737,13.437,51.999,50.715,8.285,49.112,9.449,44.58
557.46,17.573,11.048,3.721,45.797,53.366,54.769,1.797,21.352,64.984,47.162,28.815,55.015,43.503,8.642,15.414,61.911,69.079,71.76,29.683,53.06,3.071,6.418,81.591,62.413,62.521,7.089,11.726,68.73,82.55,19.79,11.078,79.167,49.91,30.99,56.119,9.462,32.845,62.811,13.425,52.056,50.714,8.318,49.202,9.476,44.643
557.81,17.506,11.122,3.785,45.742,53.345,54.836,1.88,21.262,64.933,47.176,28.915,54.984,43.643,8.746,15.455,61.945,69.117,71.889,29.675,53.04,3.108,6.467,81.597,62.407,62.517,7.059,11.739,68.784,82.683,19.749,11.061,79.176,49.917,31.009,56.079,9.35,32.836,62.89,13.404,51.997,50.735,8.357,49.279,9.527,44.669
558.16,17.444,11.095,3.802,45.687,53.301,54.834,1.894,21.249,64.919,47.191,28.913,54.975,43.706,8.875,15.447,61.888,69.157,71.861,29.774,52.947,3.126,6.518,81.658,62.483,62.567,6.969,11.751,68.751,82.714,19.742,11.076,79.193,49.932,31.064,56.081,9.288,32.947,62.815,13.405,51.957,50.758,8.384,49.376,9.6,44.699
558.51,17.354,11.141,3.813,45.621,53.29,54.697,1.857,21.19,64.989,47.256,28.924,54.973,43.802,8.98,15.504,61.897,69.155,71.917,29.846,53.038,3.181,6.546,81.759,62.516,62.484,6.9,11.732,68.804,82.879,19.699,11.01,79.241,49.951,31.132,56.073,9.165,33.019,62.82,13.403,52.038,50.704,8.419,49.458,9.674,44.676
558.86,17.255,11.083,3.916,45.549,53.161,54.741,1.862,21.113,65.015,47.24,28.889,54.991,43.87,9.083,15.577,61.83,69.11,71.925,29.883,53.064,3.16,6.531,81.832,62.554,62.599,6.759,11.724,68.806,82.866,19.681,11.056,79.297,49.978,31.192,56.145,9.092,33.13,62.885,13.407,52.047,50.747,8.462,49.561,9.833,44.656
559.21,17.159,11.035,3.905,45.537,53.148,54.697,1.878,21.071,65.078,47.263,28.885,54.952,43.966,9.139,15.575,61.822,69.176,71.941,29.941,53.004,3.19,6.521,81.78,62.58,62.637,6.73,11.628,68.831,82.932,19.527,11.016,79.378,50.075,31.282,56.177,8.993,33.09,62.863,13.443,52.054,50.764,8.476,49.642,9.888,44.668
559.56,17.077,11.031,3.858,45.569,53.233,54.706,1.83,21.148,64.992,47.26,28.98,54.932,44.065,9.261,15.526,61.85,69.17,72.012,29.952,53.077,3.245,6.529,81.809,62.647,62.631,6.685,11.568,68.776,82.949,19.484,10.901,79.241,50.031,31.32,56.231,8.953,33.145,62.894,13.451,52.109,50.779,8.535,49.726,9.948,44.612
559.91,16.99,11.01,3.856,45.573,53.247,54.628,1.811,21.171,65.022,47.209,29.086,55.002,44.249,9.35,15.575,61.841,69.235,72.125,30,53.058,3.284,6.538,81.808,62.737,62.684,6.63,11.516,68.713,82.95,19.441,10.912,79.227,50.045,31.388,56.3,8.933,33.201,62.925,13.467,52.117,50.727,8.58,49.823,9.996,44.622
560.26,16.877,11.036,3.896,45.611,53.359,54.644,1.871,21.071,65.01,47.276,29.125,54.97,44.345,9.525,15.61,61.746,69.331,72.174,30.049,53.045,3.321,6.539,81.759,62.775,62.587,6.543,11.493,68.622,82.86,19.429,10.796,79.178,50.062,31.393,56.389,8.835,33.223,62.901,13.472,52.051,50.66,8.578,49.888,10.046,44.686
560.61,16.77,11.042,3.974,45.658,53.415,54.602,1.879,20.988,65.055,47.279,29.124,54.943,44.441,9.683,15.619,61.737,69.337,72.155,30.086,53.004,3.379,6.509,81.704,62.876,62.606,6.535,11.484,68.731,82.855,19.407,10.812,79.212,50.059,31.443,56.351,8.778,33.242,62.912,13.478,52.109,50.673,8.581,49.932,10.111,44.705
560.96,16.681,11.069,3.945,45.665,53.437,54.608,1.883,20.921,65.105,47.287,29.209,55.008,44.569,9.862,15.606,61.715,69.348,72.139,30.085,52.972,3.371,6.504,81.629,62.913,62.581,6.493,11.474,68.76,82.856,19.413,10.839,79.172,50.073,31.48,56.371,8.774,33.288,62.931,13.497,52.089,50.736,8.598,50.003,10.18,44.773
561.31,16.542,11.133,4.026,45.643,53.415,54.556,1.864,20.835,65.173,47.318,29.346,55.081,44.598,10.01,15.603,61.699,69.354,72.148,30.14,52.996,3.36,6.498,81.6,62.948,62.604,6.388,11.477,68.724,82.908,19.383,10.808,79.143,50.133,31.53,56.373,8.706,33.288,62.966,13.518,52.092,50.717,8.626,50.08,10.253,44.748
